,,,,,,"<Results of SALOME, time limit of 20 sec.>",,,"<Results of 10,000 runs of random search (with maximum load rule)>",,,,,<Graph structure measures>,,,,,,,,,,,<Times structure measures>,,,,,,,,,,,,,
516,4,instance_n=50_516p4,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.0558,0.0558,0.9442,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
516,5,instance_n=50_516p5,MIXED,0.9,bimodal,less tricky,12,12,12,1,12,0.5479,0.5479,0.4521,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
516,6,instance_n=50_516p6,MIXED,0.9,bimodal,very tricky,12,12,12,1,12,0.0073,0.0073,0.9927,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
516,7,instance_n=50_516p7,MIXED,0.9,bimodal,less tricky,12,12,12,1,12,0.7008,0.7008,0.2992,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
516,8,instance_n=50_516p8,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.458,0.458,0.542,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
516,9,instance_n=50_516p9,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.3186,0.3186,0.6814,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
516,10,instance_n=50_516p10,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.2919,0.2919,0.7081,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
517,1,instance_n=50_517,MIXED,0.9,bimodal,less tricky,14,14,14,1,14, 0.505 ,0.5049,0.4951,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
517,2,instance_n=50_517p2,MIXED,0.9,bimodal,extremely tricky,13,13,13,0,14,0.7419,<0.0001,>0.9999,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
517,3,instance_n=50_517p3,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.2694,0.2694,0.7306,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
517,4,instance_n=50_517p4,MIXED,0.9,bimodal,extremely tricky,13,13,13,1,13,0.0028,0.0028,0.9972,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
517,5,instance_n=50_517p5,MIXED,0.9,bimodal,less tricky,14,14,14,1,14,0.6332,0.6332,0.3668,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
517,6,instance_n=50_517p6,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.1842,0.1842,0.8158,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
517,7,instance_n=50_517p7,MIXED,0.9,bimodal,less tricky,14,14,14,1,14,0.6742,0.6742,0.3258,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
517,8,instance_n=50_517p8,MIXED,0.9,bimodal,extremely tricky,13,13,13,0,14,0.6843,<0.0001,>0.9999,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
517,9,instance_n=50_517p9,MIXED,0.9,bimodal,extremely tricky,13,13,13,1,13,0.0026,0.0026,0.9974,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
517,10,instance_n=50_517p10,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.1673,0.1673,0.8327,0.896,1.96,7,0.5,0.495, 0.080 ,2,0.02,6,2.778,0.04,1000,12.333,0.027,0.62,0.155,,,,,,,,,
518,1,instance_n=50_518,MIXED,0.9,bimodal,tricky,11,11,11,1,11, 0.396 ,0.3962,0.6038,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
518,2,instance_n=50_518p2,MIXED,0.9,bimodal,trivial,11,11,11,1,11,1,1,<0.0001,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
518,3,instance_n=50_518p3,MIXED,0.9,bimodal,extremely tricky,11,11,11,1,11,0.0035,0.0035,0.9965,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
518,4,instance_n=50_518p4,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.1907,0.1907,0.8093,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
518,5,instance_n=50_518p5,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.7435,0.7435,0.2565,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
518,6,instance_n=50_518p6,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.4264,0.4264,0.5736,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
518,7,instance_n=50_518p7,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.6188,0.6188,0.3812,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
518,8,instance_n=50_518p8,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.618,0.618,0.382,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
518,9,instance_n=50_518p9,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.4868,0.4868,0.5132,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
518,10,instance_n=50_518p10,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.4835,0.4835,0.5165,0.896,1.9,8,0.51,0.5, 0.080 ,2,0.04,7.5,2.778,0.06,1000,9.995,0.033,0.6,0.143,,,,,,,,,
519,1,instance_n=50_519,MIXED,0.9,bimodal,very tricky,12,12,12,1,12, 0.033 ,0.0326,0.9674,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
519,2,instance_n=50_519p2,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.7462,0.7462,0.2538,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
519,3,instance_n=50_519p3,MIXED,0.9,bimodal,extremely tricky,12,12,12,1,12,0.0011,0.0011,0.9989,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
519,4,instance_n=50_519p4,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.717,0.717,0.283,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
519,5,instance_n=50_519p5,MIXED,0.9,bimodal,extremely tricky,12,12,12,1,12,0.0004,0.0004,0.9996,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
519,6,instance_n=50_519p6,MIXED,0.9,bimodal,extremely tricky,12,12,12,0,13,0.998,<0.0001,>0.9999,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
519,7,instance_n=50_519p7,MIXED,0.9,bimodal,extremely tricky,12,12,12,1,12,0.0011,0.0011,0.9989,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
519,8,instance_n=50_519p8,MIXED,0.9,bimodal,extremely tricky,12,12,12,1,12,0.0006,0.0006,0.9994,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
519,9,instance_n=50_519p9,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.996,0.996,0.004,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
519,10,instance_n=50_519p10,MIXED,0.9,bimodal,extremely tricky,12,12,12,1,12,0.003,0.003,0.997,0.896,2.1,7,0.463,0.463, -   ,0,0,0,2.778,0.06,1000,11.412,0.051,0.604,0.141,,,,,,,,,
520,1,instance_n=50_520,MIXED,0.9,bimodal,tricky,11,11,11,1,11, 0.152 ,0.1524,0.8476,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
520,2,instance_n=50_520p2,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.3173,0.3173,0.6827,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
520,3,instance_n=50_520p3,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.5144,0.5144,0.4856,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
520,4,instance_n=50_520p4,MIXED,0.9,bimodal,very tricky,11,11,11,1,11,0.0207,0.0207,0.9793,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
520,5,instance_n=50_520p5,MIXED,0.9,bimodal,very tricky,11,11,11,1,11,0.0183,0.0183,0.9817,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
520,6,instance_n=50_520p6,MIXED,0.9,bimodal,very tricky,11,11,11,1,11,0.0369,0.0369,0.9631,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
520,7,instance_n=50_520p7,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.0573,0.0573,0.9427,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
520,8,instance_n=50_520p8,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.1518,0.1518,0.8482,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
520,9,instance_n=50_520p9,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.0873,0.0873,0.9127,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
520,10,instance_n=50_520p10,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.5145,0.5145,0.4855,0.897,1.94,6,0.505,0.485, -   ,0,0.02,5,2.778,0.04,1000,10.303,0.028,0.566,0.118,,,,,,,,,
521,1,instance_n=50_521,MIXED,0.9,bimodal,less tricky,10,10,10,1,10, 0.668 ,0.6679,0.3321,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
521,2,instance_n=50_521p2,MIXED,0.9,bimodal,tricky,10,10,10,1,10,0.0706,0.0706,0.9294,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
521,3,instance_n=50_521p3,MIXED,0.9,bimodal,less tricky,10,10,10,1,10,0.517,0.517,0.483,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
521,4,instance_n=50_521p4,MIXED,0.9,bimodal,less tricky,10,10,10,1,10,0.8958,0.8958,0.1042,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
521,5,instance_n=50_521p5,MIXED,0.9,bimodal,tricky,10,10,10,1,10,0.174,0.174,0.826,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
521,6,instance_n=50_521p6,MIXED,0.9,bimodal,tricky,10,10,10,1,10,0.1119,0.1119,0.8881,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
521,7,instance_n=50_521p7,MIXED,0.9,bimodal,less tricky,10,10,10,1,10,0.5118,0.5118,0.4882,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
521,8,instance_n=50_521p8,MIXED,0.9,bimodal,tricky,10,10,10,1,10,0.3299,0.3299,0.6701,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
521,9,instance_n=50_521p9,MIXED,0.9,bimodal,tricky,10,10,10,1,10,0.2455,0.2455,0.7545,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
521,10,instance_n=50_521p10,MIXED,0.9,bimodal,tricky,10,10,10,1,10,0.2771,0.2771,0.7229,0.896,2.16,8,0.455,0.442, 0.040 ,2,0.02,4,2.778,0.04,1000,9.353,0.024,0.564,0.127,,,,,,,,,
522,1,instance_n=50_522,MIXED,0.9,bimodal,tricky,11,11,11,1,11, 0.329 ,0.3287,0.6713,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
522,2,instance_n=50_522p2,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.2707,0.2707,0.7293,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
522,3,instance_n=50_522p3,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.1341,0.1341,0.8659,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
522,4,instance_n=50_522p4,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.3127,0.3127,0.6873,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
522,5,instance_n=50_522p5,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.2693,0.2693,0.7307,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
522,6,instance_n=50_522p6,MIXED,0.9,bimodal,less tricky,12,12,12,1,12,0.978,0.978,0.022,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
522,7,instance_n=50_522p7,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.056,0.056,0.944,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
522,8,instance_n=50_522p8,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.2058,0.2058,0.7942,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
522,9,instance_n=50_522p9,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.5939,0.5939,0.4061,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
522,10,instance_n=50_522p10,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.3803,0.3803,0.6197,0.896,2.3,8,0.424,0.424, -   ,0,0,0,2.778,0.06,1000,10.119,0.022,0.595,0.137,,,,,,,,,
523,1,instance_n=50_523,MIXED,0.9,bimodal,less tricky,11,11,11,1,11, 0.531 ,0.5307,0.4693,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
523,2,instance_n=50_523p2,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.664,0.664,0.336,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
523,3,instance_n=50_523p3,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.9985,0.9985,0.0015,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
523,4,instance_n=50_523p4,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.6451,0.6451,0.3549,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
523,5,instance_n=50_523p5,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.9976,0.9976,0.0024,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
523,6,instance_n=50_523p6,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.8554,0.8554,0.1446,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
523,7,instance_n=50_523p7,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.3914,0.3914,0.6086,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
523,8,instance_n=50_523p8,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.6928,0.6928,0.3072,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
523,9,instance_n=50_523p9,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.9099,0.9099,0.0901,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
523,10,instance_n=50_523p10,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.9118,0.9118,0.0882,0.896,2.2,8,0.442,0.439, 0.060 ,3,0.02,7,2.778,0.06,1000,9.799,0.029,0.531,0.14,,,,,,,,,
524,1,instance_n=50_524,MIXED,0.9,bimodal,extremely tricky,14,14,14,1,14, 0.001 ,0.0008,0.9992,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
524,2,instance_n=50_524p2,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.1199,0.1199,0.8801,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
524,3,instance_n=50_524p3,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.187,0.187,0.813,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
524,4,instance_n=50_524p4,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.3006,0.3006,0.6994,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
524,5,instance_n=50_524p5,MIXED,0.9,bimodal,very tricky,14,14,14,1,14,0.0297,0.0297,0.9703,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
524,6,instance_n=50_524p6,MIXED,0.9,bimodal,very tricky,14,14,14,1,14,0.0123,0.0123,0.9877,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
524,7,instance_n=50_524p7,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.1988,0.1988,0.8012,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
524,8,instance_n=50_524p8,MIXED,0.9,bimodal,less tricky,15,15,15,1,15,0.5619,0.5619,0.4381,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
524,9,instance_n=50_524p9,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.0662,0.0662,0.9338,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
524,10,instance_n=50_524p10,MIXED,0.9,bimodal,tricky,15,15,15,1,15,0.1576,0.1576,0.8424,0.896,2.34,8,0.417,0.413, -   ,0,0,0,2.778,0.06,1000,12.781,0.043,0.635,0.159,,,,,,,,,
525,1,instance_n=50_525,MIXED,0.9,bimodal,less tricky,11,11,11,1,11, 0.965 ,0.9651,0.0349,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
525,2,instance_n=50_525p2,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.6958,0.6958,0.3042,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
525,3,instance_n=50_525p3,MIXED,0.9,bimodal,tricky,10,10,10,1,10,0.1239,0.1239,0.8761,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
525,4,instance_n=50_525p4,MIXED,0.9,bimodal,very tricky,10,10,10,1,10,0.0228,0.0228,0.9772,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
525,5,instance_n=50_525p5,MIXED,0.9,bimodal,very tricky,10,10,10,1,10,0.0457,0.0457,0.9543,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
525,6,instance_n=50_525p6,MIXED,0.9,bimodal,extremely tricky,10,10,10,1,10,0.0041,0.0041,0.9959,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
525,7,instance_n=50_525p7,MIXED,0.9,bimodal,very tricky,10,10,10,1,10,0.0067,0.0067,0.9933,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
525,8,instance_n=50_525p8,MIXED,0.9,bimodal,trivial,11,11,11,1,11,1,1,<0.0001,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
525,9,instance_n=50_525p9,MIXED,0.9,bimodal,tricky,10,10,10,1,10,0.0513,0.0513,0.9487,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
525,10,instance_n=50_525p10,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.9383,0.9383,0.0617,0.896,2.34,8,0.42,0.413, 0.040 ,2,0.02,5,2.778,0.04,1000,9.494,0.023,0.552,0.139,,,,,,,,,
1,instance_n=100_1,BN,0.2,bimodal,extremely tricky,23,23,23,0,24, 0.686 ,<0.0001,>0.9999,0.196,1.05,13,0.877,0.769, 0.610 ,3.588,0.02,12.5,8.333,0.09,1000,22.723,0.031,0.59,0.15,,,,,,,,,
2,instance_n=100_2,BN,0.2,bimodal,tricky,21,21,21,1,21, 0.268 ,0.2681,0.7319,0.195,1.04,11,0.885,0.741, 0.460 ,3.538,0.02,10.5,8.333,0.09,1000,20.262,0.022,0.556,0.155,,,,,,,,,
3,instance_n=100_3,BN,0.2,bimodal,tricky,20,20,20,1,20, 0.065 ,0.0648,0.9352,0.201,1.1,15,0.855,0.714, 0.440 ,3.143,0.02,14.5,8.333,0.07,1000,19.428,0.021,0.608,0.137,,,,,,,,,
4,instance_n=100_4,BN,0.2,bimodal,extremely tricky,24,24,24,1,24, 0.001 ,0.0006,0.9994,0.196,1.1,11,0.862,0.735, 0.410 ,3.727,0.02,10.5,8.333,0.06,1000,23.36,0.026,0.626,0.155,,,,,,,,,
5,instance_n=100_5,BN,0.2,bimodal,very tricky,22,22,22,1,22, 0.016 ,0.0158,0.9842,0.197,1.17,18,0.82,0.694, 0.350 ,2.917,0.03,10.333,8.333,0.05,1000,21.4,0.022,0.565,0.151,,,,,,,,,
6,instance_n=100_6,BN,0.2,bimodal,extremely tricky,22,22,22,1,22, 0.001 ,0.0012,0.9988,0.197,1.1,22,0.87,0.685, 0.360 ,2.769,0.02,17,8.333,0.05,1000,21.571,0.023,0.587,0.153,,,,,,,,,
7,instance_n=100_7,BN,0.2,bimodal,very tricky,26,26,26,1,26, 0.026 ,0.0261,0.9739,0.196,1.15,14,0.787,0.719, 0.340 ,3.091,0.04,7.75,8.333,0.12,1000,25.046,0.022,0.642,0.173,,,,,,,,,
8,instance_n=100_8,BN,0.2,bimodal,extremely tricky,24,24,24,1,24, 0.002 ,0.0021,0.9979,0.196,1.06,17,0.885,0.73, 0.430 ,2.688,0.02,13.5,8.333,0.07,1000,23.348,0.025,0.635,0.17,,,,,,,,,
9,instance_n=100_9,BN,0.2,bimodal,extremely tricky,23,23,23,0,24, 0.494 ,<0.0001,>0.9999,0.198,1.06,12,0.893,0.752, 0.610 ,3.05,0.02,11.5,8.333,0.06,1000,22.828,0.02,0.616,0.164,,,,,,,,,
10,instance_n=100_10,BN,0.2,bimodal,tricky,22,22,22,1,22, 0.274 ,0.274,0.726,0.195,1.15,12,0.787,0.741, 0.360 ,3.6,0.02,10.5,8.333,0.12,1000,21.002,0.02,0.588,0.156,,,,,,,,,
11,instance_n=100_11,BN,0.2,bimodal,extremely tricky,24,24,24,1,24, 0.000 ,0.0003,0.9997,0.195,1.14,11,0.826,0.719, 0.350 ,3.182,0.02,10,8.333,0.07,1000,23.428,0.023,0.606,0.153,,,,,,,,,
12,instance_n=100_12,BN,0.2,bimodal,extremely tricky,25,25,25,0,26, 0.366 ,<0.0001,>0.9999,0.196,1.15,14,0.794,0.725, 0.360 ,2.571,0.03,10.667,8.333,0.11,1000,24.562,0.023,0.588,0.157,,,,,,,,,
13,instance_n=100_13,BN,0.2,bimodal,extremely tricky,24,24,24,1,24, 0.001 ,0.0008,0.9992,0.196,1.09,10,0.855,0.73, 0.390 ,3.25,0.02,9.5,8.333,0.08,1000,23.449,0.023,0.638,0.168,,,,,,,,,
